进料,出料,节拍,打胶完成,边框放到位,组框完成,长边扭矩1,长边扭矩2,短边扭矩1,短边扭矩2,边框1出胶量,边框2出胶量,边框3出胶量,边框4出胶量,打胶时间
2021-11-20 00:44:34,2021-11-20 00:44:58,24,43 52,44 15,44 48,26,22,46,45,84,43,43,84,19
2021-11-20 00:44:58,2021-11-20 00:45:33,35,44 20,44 56,45 12,26,22,47,46,84,43,45,83,19
2021-11-20 00:45:33,2021-11-20 00:46:10,37,45 01,45 21,45 47,25,21,46,45,83,44,45,83,19
2021-11-20 00:46:38,2021-11-20 00:46:38,0,45 26,45 56,46 25,26,23,46,45,85,42,43,84,19
2021-11-20 00:46:38,2021-11-20 00:47:11,33,46 00,46 33,46 52,26,23,46,45,83,44,44,83,19
2021-11-20 00:47:11,2021-11-20 00:47:38,27,46 38,47 01,47 25,26,23,46,45,83,45,45,83,18
2021-11-20 00:47:38,2021-11-20 00:48:07,29,47 06,47 33,47 52,26,23,46,45,84,43,44,84,19
2021-11-20 00:48:07,2021-11-20 00:48:35,28,47 38,48 00,48 21,26,22,46,45,84,43,44,83,19
2021-11-20 00:49:07,2021-11-20 00:49:36,29,48 34,48 58,49 21,26,22,46,45,83,44,45,83,18
2021-11-20 00:50:09,2021-11-20 00:50:48,39,49 35,49 59,50 23,26,23,46,45,83,42,44,82,19
2021-11-20 00:50:48,2021-11-20 00:51:13,25,50 04,50 32,51 02,25,22,46,45,84,43,43,84,19
2021-11-20 00:55:31,2021-11-20 00:56:02,31,50 35,51 11,55 57,26,22,46,45,83,43,44,83,19
2021-11-20 00:59:34,2021-11-20 01:01:10,96,00 48,00 56,01 05,26,23,46,45,83,44,43,83,17
2021-11-20 01:01:10,2021-11-20 01:01:32,22,01 07,01 18,01 27,26,22,47,46,85,43,45,82,37
2021-11-20 01:01:32,2021-11-20 01:01:52,20,01 26,01 36,01 46,27,23,47,46,83,43,43,83,19
2021-11-20 01:01:52,2021-11-20 01:02:30,38,01 45,01 55,02 06,27,23,47,46,84,44,43,84,19
2021-11-20 01:02:30,2021-11-20 01:02:56,26,02 04,02 14,02 44,25,22,46,45,82,43,44,83,19
2021-11-20 01:02:56,2021-11-20 01:03:23,27,02 23,02 53,03 10,26,22,46,45,84,43,43,84,19
2021-11-20 01:03:23,2021-11-20 01:03:52,29,02 57,03 18,03 37,26,22,46,45,83,43,44,83,19
2021-11-20 01:03:54,2021-11-20 01:04:22,28,03 23,03 46,04 08,26,22,46,45,85,44,45,84,18
2021-11-20 01:04:22,2021-11-20 01:04:52,30,03 49,04 17,04 36,26,22,46,45,82,45,43,83,18
2021-11-20 01:04:52,2021-11-20 01:05:22,30,04 51,04 59,05 08,26,23,46,45,84,43,44,82,19
2021-11-20 01:13:48,2021-11-20 01:15:19,91,14 57,15 05,15 14,26,22,46,45,84,43,44,82,37
2021-11-20 01:15:19,2021-11-20 01:15:42,23,15 16,15 27,15 36,26,22,47,46,82,44,44,82,37
2021-11-20 01:15:42,2021-11-20 01:16:01,19,15 35,15 45,15 55,27,22,48,46,85,43,43,84,19
2021-11-20 01:16:01,2021-11-20 01:16:23,22,15 54,16 04,16 15,27,22,47,46,83,45,45,82,19
2021-11-20 01:16:23,2021-11-20 01:16:49,26,16 13,16 23,16 37,26,23,47,46,84,43,44,83,19
2021-11-20 01:16:49,2021-11-20 01:17:16,27,16 32,16 45,17 03,26,22,46,45,84,43,44,84,19
2021-11-20 01:17:16,2021-11-20 01:17:40,24,16 51,17 11,17 30,25,22,46,45,82,44,45,82,19
2021-11-20 01:17:40,2021-11-20 01:18:06,26,17 16,17 38,17 54,26,22,47,45,83,44,44,83,19
2021-11-20 01:19:05,2021-11-20 01:19:35,30,18 08,18 29,19 19,26,22,46,45,83,46,44,83,19
2021-11-20 01:19:35,2021-11-20 01:20:01,26,18 34,19 28,19 49,26,22,46,45,83,43,44,84,19
2021-11-20 01:20:01,2021-11-20 01:20:27,26,19 32,19 57,20 15,26,23,46,45,83,43,43,82,19
2021-11-20 01:20:27,2021-11-20 01:20:57,30,20 02,20 24,20 41,26,22,46,45,83,43,44,84,19
2021-11-20 01:20:57,2021-11-20 01:21:42,45,20 28,20 50,21 11,25,22,46,45,84,43,44,82,18
2021-11-20 01:21:42,2021-11-20 01:22:36,54,20 54,21 19,21 56,26,22,46,45,83,45,44,84,18
2021-11-20 01:22:36,2021-11-20 01:23:03,27,21 24,22 05,22 50,26,22,46,46,83,43,44,83,19
2021-11-20 01:23:03,2021-11-20 01:23:29,26,22 09,22 59,23 18,25,23,46,45,85,43,44,83,17
2021-11-20 01:23:29,2021-11-20 01:24:01,32,23 04,23 26,23 43,25,22,46,46,82,45,45,82,18
2021-11-20 01:24:01,2021-11-20 01:24:29,28,23 31,23 52,24 15,26,23,46,46,81,44,44,81,19
2021-11-20 01:24:29,2021-11-20 01:24:57,28,23 56,24 23,24 43,26,22,46,45,83,44,44,84,19
2021-11-20 01:32:43,2021-11-20 01:33:02,19,24 28,24 52,32 57,26,23,46,45,84,43,43,83,19
2021-11-20 01:33:08,2021-11-20 01:33:27,19,24 56,33 06,33 22,26,24,47,46,84,43,43,84,18
2021-11-20 01:33:36,2021-11-20 01:33:55,19,33 10,33 30,33 50,26,23,46,46,83,45,46,83,18
2021-11-20 01:34:02,2021-11-20 01:34:21,19,33 34,33 58,34 16,26,22,46,46,84,42,44,81,18
2021-11-20 01:34:26,2021-11-20 01:34:47,21,34 20,34 29,34 40,26,22,46,46,83,45,43,84,20
2021-11-20 01:34:48,2021-11-20 01:35:53,65,34 39,34 48,35 02,27,24,47,46,81,44,44,83,37
2021-11-20 01:35:53,2021-11-20 01:36:14,21,35 17,35 25,36 07,26,23,46,45,84,43,43,84,19
2021-11-20 01:36:14,2021-11-20 01:36:58,44,35 36,36 16,36 28,27,23,47,46,83,44,44,83,37
2021-11-20 01:36:58,2021-11-20 01:37:29,31,36 20,36 36,37 12,26,23,46,45,84,43,43,84,19
2021-11-20 01:37:29,2021-11-20 01:38:03,34,36 40,37 20,37 43,26,23,46,45,83,45,44,82,17
2021-11-20 01:38:03,2021-11-20 01:38:31,28,37 25,37 52,38 17,25,22,46,45,83,44,44,84,20
2021-11-20 01:38:31,2021-11-20 01:39:09,38,37 56,38 26,38 45,27,23,46,45,84,42,42,84,36
2021-11-20 01:39:09,2021-11-20 01:39:46,37,38 30,38 54,39 23,26,22,46,45,84,44,44,85,18
2021-11-20 01:39:46,2021-11-20 01:40:18,32,38 58,39 32,40 00,26,22,46,45,83,43,44,82,18
2021-11-20 01:40:18,2021-11-20 01:41:05,47,39 37,40 09,40 32,26,22,46,45,84,43,43,85,18
2021-11-20 01:41:05,2021-11-20 01:41:41,36,40 13,40 40,41 19,26,23,46,45,84,43,43,84,19
2021-11-20 01:41:41,2021-11-20 01:42:11,30,40 45,41 28,41 55,26,22,46,46,83,43,44,83,17
2021-11-20 01:42:11,2021-11-20 01:42:48,37,41 32,42 04,42 25,26,23,46,45,84,44,44,84,19
2021-11-20 01:42:48,2021-11-20 01:43:20,32,42 09,42 34,43 02,26,23,46,45,82,45,45,83,18
2021-11-20 01:44:57,2021-11-20 01:45:16,19,42 37,43 11,45 11,27,23,46,45,84,43,44,83,19
2021-11-20 01:51:48,2021-11-20 01:52:47,59,52 25,52 33,52 42,26,22,46,46,84,43,44,83,17
2021-11-20 01:52:47,2021-11-20 01:53:10,23,52 44,52 55,53 05,26,22,47,46,82,44,44,83,38
2021-11-20 01:53:10,2021-11-20 01:53:29,19,53 03,53 13,53 24,27,24,47,46,83,43,43,83,19
2021-11-20 01:53:29,2021-11-20 01:54:03,34,53 22,53 32,53 43,26,24,47,46,83,44,44,83,19
2021-11-20 01:54:03,2021-11-20 01:54:28,25,53 41,53 51,54 18,27,23,46,45,85,42,44,83,19
2021-11-20 01:54:28,2021-11-20 01:54:58,30,54 00,54 26,54 42,25,24,46,46,85,42,44,84,19
2021-11-20 01:54:58,2021-11-20 01:55:25,27,54 31,54 50,55 12,26,23,46,45,83,44,43,84,19
2021-11-20 01:55:25,2021-11-20 01:55:54,29,54 55,55 20,55 39,26,22,46,45,83,43,44,83,19
2021-11-20 01:55:54,2021-11-20 01:56:22,28,55 25,55 48,56 08,26,23,46,46,83,44,45,83,18
2021-11-20 01:56:22,2021-11-20 01:56:51,29,55 53,56 17,56 36,26,22,46,45,83,45,46,82,19
2021-11-20 01:56:51,2021-11-20 01:57:24,33,56 22,56 45,57 05,26,23,46,45,83,43,43,82,19
2021-11-20 01:57:51,2021-11-20 01:58:34,43,57 18,57 47,58 05,26,23,46,45,82,43,43,82,18
2021-11-20 01:58:34,2021-11-20 01:58:59,25,57 51,58 14,58 48,26,23,46,45,84,44,43,84,19
2021-11-20 01:58:59,2021-11-20 01:59:30,31,58 18,58 57,59 13,26,22,47,45,83,43,45,82,18
2021-11-20 01:59:30,2021-11-20 02:00:35,65,59 01,59 21,59 44,25,22,46,45,83,44,44,82,18
2021-11-20 02:00:35,2021-11-20 02:00:56,21,59 25,59 53,00 49,26,22,46,45,83,45,45,83,18
2021-11-20 02:00:56,2021-11-20 02:02:17,81,01 55,02 03,02 12,26,22,46,45,82,44,44,83,20
2021-11-20 02:02:17,2021-11-20 02:02:40,23,02 14,02 25,02 35,26,22,46,46,83,45,45,82,37
2021-11-20 02:02:40,2021-11-20 02:02:59,19,02 33,02 43,02 54,27,23,47,46,83,45,44,82,19
2021-11-20 02:02:59,2021-11-20 02:03:26,27,02 52,03 02,03 13,26,23,47,46,82,44,42,84,19
2021-11-20 02:03:26,2021-11-20 02:03:58,32,03 11,03 22,03 40,26,22,46,45,82,44,44,83,19
2021-11-20 02:03:58,2021-11-20 02:04:49,51,03 30,03 49,04 12,26,23,46,45,84,44,44,83,19
2021-11-20 02:04:49,2021-11-20 02:06:09,80,03 53,04 20,05 03,26,23,46,45,84,44,44,84,19
2021-11-20 02:06:09,2021-11-20 02:06:37,28,04 25,05 11,06 23,26,22,46,46,83,43,44,84,18
2021-11-20 02:06:37,2021-11-20 02:07:09,32,05 16,06 32,06 51,26,22,46,45,83,44,44,83,19
2021-11-20 02:07:09,2021-11-20 02:07:40,31,06 37,07 00,07 23,26,23,46,45,82,43,45,83,19
2021-11-20 02:07:40,2021-11-20 02:08:15,35,07 04,07 32,07 54,26,23,46,45,84,43,43,84,19
2021-11-20 02:08:15,2021-11-20 02:08:47,32,07 37,08 02,08 29,25,22,46,45,83,44,42,83,18
2021-11-20 02:10:44,2021-11-20 02:11:22,38,11 00,11 07,11 17,26,22,46,45,83,45,44,83,19
2021-11-20 02:11:22,2021-11-20 02:11:44,22,11 19,11 30,11 39,26,22,47,46,83,43,44,82,36
2021-11-20 02:12:07,2021-11-20 02:12:27,20,11 56,12 07,12 21,26,23,47,46,84,43,43,85,19
2021-11-20 02:12:27,2021-11-20 02:13:00,33,12 15,12 29,12 41,26,23,47,46,83,43,44,83,19
2021-11-20 02:13:00,2021-11-20 02:13:32,32,12 34,12 49,13 14,25,23,46,45,85,43,43,84,19
2021-11-20 02:14:04,2021-11-20 02:14:41,37,13 27,13 55,14 18,26,22,46,46,85,43,44,84,19
2021-11-20 02:14:41,2021-11-20 02:15:19,38,14 00,14 27,14 55,26,23,46,45,82,44,44,82,19
2021-11-20 02:15:40,2021-11-20 02:16:18,38,15 08,15 41,15 54,26,24,47,46,84,45,45,83,18
2021-11-20 02:16:18,2021-11-20 02:16:38,20,15 46,16 03,16 32,26,23,46,45,83,43,44,84,19
2021-11-20 02:16:38,2021-11-20 02:17:01,23,16 07,16 41,16 52,26,23,47,46,82,44,44,82,19
2021-11-20 02:17:28,2021-11-20 02:17:59,31,17 05,17 23,17 42,26,22,46,45,82,44,43,83,18
2021-11-20 02:17:59,2021-11-20 02:18:39,40,17 28,17 50,18 13,26,22,46,45,84,43,42,84,19
2021-11-20 02:18:39,2021-11-20 02:19:04,25,17 55,18 22,18 53,27,23,46,45,83,44,44,82,19
2021-11-20 02:19:04,2021-11-20 02:19:44,40,18 27,19 02,19 18,26,22,46,45,83,43,44,83,18
2021-11-20 02:19:44,2021-11-20 02:20:23,39,19 07,19 26,19 58,25,22,46,45,83,44,44,83,18
2021-11-20 02:20:23,2021-11-20 02:21:23,60,19 31,20 07,20 37,25,23,46,45,85,43,43,84,19
2021-11-20 02:22:36,2021-11-20 02:22:55,19,20 10,20 46,22 49,26,22,46,45,84,43,44,84,18
2021-11-20 02:22:55,2021-11-20 02:23:19,24,22 57,23 04,23 14,26,23,46,45,83,43,43,82,17
2021-11-20 02:23:19,2021-11-20 02:23:47,28,23 16,23 27,23 36,26,22,47,46,83,44,44,83,36
2021-11-20 02:23:47,2021-11-20 02:24:20,33,23 35,23 45,24 01,26,23,46,46,83,43,44,82,19
2021-11-20 02:24:20,2021-11-20 02:24:50,30,23 54,24 09,24 34,26,22,46,45,83,45,44,83,20
2021-11-20 02:24:50,2021-11-20 02:25:22,32,24 14,24 43,25 04,26,22,46,45,82,44,44,83,18
2021-11-20 02:25:22,2021-11-20 02:25:54,32,24 47,25 13,25 36,25,22,46,45,83,44,44,83,19
2021-11-20 02:25:54,2021-11-20 02:26:26,32,25 17,25 45,26 08,26,22,46,45,83,44,44,83,18
2021-11-20 02:26:26,2021-11-20 02:26:57,31,25 50,26 16,26 40,26,22,46,45,83,43,43,84,18
2021-11-20 02:26:57,2021-11-20 02:27:31,34,26 21,26 49,27 11,25,22,46,45,84,44,44,83,19
2021-11-20 02:27:31,2021-11-20 02:28:15,44,26 54,27 19,27 45,26,22,46,45,82,44,44,81,18
2021-11-20 02:28:15,2021-11-20 02:29:08,53,27 24,27 53,28 29,25,22,46,45,84,44,43,84,18
2021-11-20 02:29:44,2021-11-20 02:30:15,31,28 42,29 30,29 58,25,22,46,45,83,44,44,82,19
2021-11-20 02:30:15,2021-11-20 02:30:58,43,29 35,30 06,30 29,25,22,46,45,84,43,43,84,18
2021-11-20 02:30:58,2021-11-20 02:31:40,42,30 11,30 37,31 12,26,22,46,45,82,44,44,82,19
2021-11-20 02:31:40,2021-11-20 02:32:23,43,30 42,31 20,31 54,25,22,46,45,84,43,44,83,19
2021-11-20 02:32:23,2021-11-20 02:33:46,83,31 25,32 03,32 37,26,22,46,45,82,44,44,83,19
2021-11-20 02:35:22,2021-11-20 02:36:18,56,34 14,34 55,35 36,25,22,46,45,83,44,43,84,18
2021-11-20 02:36:18,2021-11-20 02:37:09,51,35 00,35 45,36 32,26,23,46,45,83,44,44,83,19
2021-11-20 02:37:09,2021-11-20 02:38:20,71,35 50,36 40,37 23,26,22,46,45,83,44,45,82,18
2021-11-20 02:38:20,2021-11-20 02:39:28,68,36 45,37 32,38 35,26,23,46,45,84,44,44,83,18
2021-11-20 02:39:28,2021-11-20 02:40:18,50,37 37,38 43,39 42,26,23,46,45,84,42,43,84,19
2021-11-20 02:40:18,2021-11-20 02:41:02,44,38 48,39 50,40 32,25,22,46,45,83,44,44,83,19
2021-11-20 02:41:02,2021-11-20 02:41:50,48,39 55,40 41,41 16,26,23,46,46,83,44,44,84,18
2021-11-20 02:41:50,2021-11-20 02:42:33,43,40 45,41 24,42 04,26,22,46,45,83,44,45,81,17
2021-11-20 02:42:33,2021-11-20 02:43:12,39,41 29,42 12,42 47,26,23,46,45,83,44,44,83,18
2021-11-20 02:43:12,2021-11-20 02:43:52,40,42 17,42 56,43 26,26,23,46,45,85,44,44,83,19
2021-11-20 02:43:52,2021-11-20 02:44:37,45,43 01,43 35,44 07,25,22,46,45,83,43,43,83,19
2021-11-20 02:44:37,2021-11-20 02:45:57,80,43 39,44 15,44 51,25,22,46,45,85,42,44,84,19
2021-11-20 02:45:57,2021-11-20 02:47:10,73,44 20,44 59,46 11,26,24,46,45,85,42,43,84,17
2021-11-20 02:47:10,2021-11-20 02:48:14,64,45 04,46 20,47 24,26,23,46,45,83,43,43,83,19
2021-11-20 02:48:14,2021-11-20 02:49:03,49,46 25,47 32,48 28,25,23,46,45,83,45,45,83,18
2021-11-20 02:49:55,2021-11-20 02:50:32,37,48 41,49 26,50 09,26,23,46,45,84,43,44,83,19
2021-11-20 02:50:32,2021-11-20 02:51:13,41,49 31,50 17,50 46,26,22,46,45,82,46,44,82,19
2021-11-20 02:51:13,2021-11-20 02:51:49,36,50 22,50 55,51 28,25,22,46,45,82,44,43,82,19
2021-11-20 02:51:49,2021-11-20 02:52:43,54,51 00,51 36,52 03,25,22,46,45,83,45,44,84,17
2021-11-20 02:52:43,2021-11-20 02:53:18,35,51 41,52 11,52 57,26,22,46,45,82,44,45,81,19
2021-11-20 02:53:18,2021-11-20 02:54:01,43,52 16,53 05,53 32,26,23,46,45,84,42,43,83,18
2021-11-20 02:54:23,2021-11-20 02:54:46,23,53 10,53 41,54 37,26,23,46,45,84,43,43,83,19
2021-11-20 02:54:46,2021-11-20 02:55:46,60,53 45,54 45,55 00,26,23,46,45,84,42,43,83,19
2021-11-20 02:55:46,2021-11-20 02:56:24,38,54 50,55 08,56 00,26,24,46,45,82,44,44,82,18
2021-11-20 02:56:24,2021-11-20 02:57:09,45,55 13,56 09,56 38,26,23,46,45,84,44,44,83,19
2021-11-20 02:57:09,2021-11-20 02:57:54,45,56 14,56 47,57 23,26,23,46,45,84,43,43,84,19
2021-11-20 02:57:54,2021-11-20 02:59:08,74,56 51,57 32,58 08,26,22,46,45,83,44,43,83,18
2021-11-20 02:59:08,2021-11-20 03:01:45,157,57 37,58 17,59 23,25,23,46,45,83,44,44,83,18
2021-11-20 03:01:45,2021-11-20 03:03:58,133,58 21,59 31,01 59,26,23,46,45,84,43,43,83,19
2021-11-20 03:03:58,2021-11-20 03:04:55,57,59 36,02 08,04 13,26,23,46,45,81,44,43,82,17
2021-11-20 03:04:55,2021-11-20 03:05:33,38,02 12,04 21,05 10,26,23,46,45,83,44,44,84,19
2021-11-20 03:05:33,2021-11-20 03:06:12,39,04 26,05 18,05 47,26,23,46,45,84,42,43,83,17
2021-11-20 03:06:12,2021-11-20 03:06:45,33,05 23,05 55,06 26,25,22,46,45,83,44,44,84,19
2021-11-20 03:06:45,2021-11-20 03:07:37,52,06 00,06 35,06 59,26,23,46,45,82,44,44,82,19
2021-11-20 03:07:37,2021-11-20 03:08:14,37,06 40,07 08,07 51,26,23,46,45,85,43,43,84,19
2021-11-20 03:08:14,2021-11-20 03:08:46,32,07 13,07 59,08 28,26,22,46,45,84,43,44,83,19
2021-11-20 03:08:46,2021-11-20 03:09:19,33,08 04,08 37,09 00,26,22,46,45,84,43,43,85,18
2021-11-20 03:09:19,2021-11-20 03:09:57,38,08 42,09 08,09 33,26,22,46,45,83,45,44,82,18
2021-11-20 03:09:57,2021-11-20 03:10:28,31,09 13,09 42,10 11,26,22,46,45,82,45,44,83,18
2021-11-20 03:10:28,2021-11-20 03:11:07,39,09 47,10 19,10 42,25,22,46,45,81,45,44,82,19
2021-11-20 03:11:07,2021-11-20 03:11:40,33,10 24,10 51,11 21,26,23,46,45,85,43,43,84,18
2021-11-20 03:11:40,2021-11-20 03:12:14,34,10 56,11 29,11 54,26,22,46,45,83,43,43,83,19
2021-11-20 03:12:14,2021-11-20 03:12:48,34,11 34,12 02,12 28,26,22,46,45,85,43,43,84,18
2021-11-20 03:12:48,2021-11-20 03:13:19,31,12 07,12 36,13 02,26,23,46,45,82,45,43,83,19
2021-11-20 03:13:55,2021-11-20 03:14:30,35,13 15,13 41,14 09,26,22,46,45,83,44,44,84,19
2021-11-20 03:14:30,2021-11-20 03:15:18,48,13 46,14 18,14 44,26,22,46,45,83,44,43,83,19
2021-11-20 03:15:18,2021-11-20 03:15:49,31,14 23,14 53,15 32,25,22,46,46,83,44,45,84,19
2021-11-20 03:15:49,2021-11-20 03:16:20,31,14 58,15 41,16 03,26,22,46,45,82,44,45,81,18
2021-11-20 03:16:20,2021-11-20 03:16:51,31,15 45,16 11,16 34,25,22,46,45,83,43,42,84,19
2021-11-20 03:17:20,2021-11-20 03:17:47,27,16 47,17 14,17 35,25,23,46,46,85,42,42,84,19
2021-11-20 03:17:47,2021-11-20 03:18:19,32,17 19,17 43,18 01,26,22,46,46,83,43,45,83,19
2021-11-20 03:18:19,2021-11-20 03:18:57,38,17 48,18 09,18 33,26,22,46,45,83,44,45,83,19
2021-11-20 03:18:57,2021-11-20 03:19:37,40,18 14,18 42,19 11,26,23,46,45,85,42,43,84,19
2021-11-20 03:19:37,2021-11-20 03:20:05,28,18 46,19 19,19 51,26,22,46,45,84,43,44,83,18
2021-11-20 03:20:05,2021-11-20 03:20:36,31,19 24,20 00,20 19,25,23,46,45,83,44,44,83,18
2021-11-20 03:20:36,2021-11-20 03:21:33,57,20 05,20 27,20 50,25,23,46,45,83,45,44,83,19
2021-11-20 03:21:33,2021-11-20 03:22:00,27,20 32,20 59,21 48,26,23,46,45,83,44,44,83,19
2021-11-20 03:22:00,2021-11-20 03:22:31,31,21 03,21 56,22 14,26,23,46,46,82,43,43,82,18
2021-11-20 03:22:31,2021-11-20 03:23:08,37,22 01,22 23,22 45,26,22,46,45,84,43,44,83,18
2021-11-20 03:23:08,2021-11-20 03:23:40,32,22 27,22 53,23 22,25,22,46,45,84,43,43,84,19
2021-11-20 03:23:40,2021-11-20 03:24:14,34,22 58,23 30,23 54,26,22,46,45,83,44,44,83,17
2021-11-20 03:24:14,2021-11-20 03:24:52,38,23 35,24 03,24 28,26,22,46,45,82,45,45,83,19
2021-11-20 03:24:52,2021-11-20 03:25:25,33,24 08,24 36,25 06,26,22,46,45,83,44,43,83,19
2021-11-20 03:25:25,2021-11-20 03:25:59,34,24 41,25 14,25 39,26,22,46,45,83,44,43,82,18
2021-11-20 03:25:59,2021-11-20 03:26:28,29,25 19,25 48,26 13,26,23,46,46,83,44,44,83,19
2021-11-20 03:26:28,2021-11-20 03:27:02,34,25 51,26 21,26 42,26,23,46,45,83,44,43,84,7
2021-11-20 03:27:02,2021-11-20 03:28:14,72,27 51,27 59,28 09,26,22,46,45,85,42,42,84,0
2021-11-20 03:28:14,2021-11-20 03:28:36,22,28 10,28 22,28 31,27,22,46,46,83,44,43,84,36
2021-11-20 03:28:36,2021-11-20 03:29:09,33,28 29,28 40,28 51,26,23,47,46,84,44,44,84,19
2021-11-20 03:29:09,2021-11-20 03:29:41,32,28 48,28 59,29 23,26,23,46,45,82,44,44,82,19
2021-11-20 03:30:13,2021-11-20 03:30:54,41,29 36,30 03,30 27,26,22,46,45,83,45,46,83,19
2021-11-20 03:30:54,2021-11-20 03:31:35,41,30 08,30 36,31 09,26,23,46,45,82,44,45,82,19
2021-11-20 03:31:35,2021-11-20 03:32:28,53,30 41,31 17,31 49,26,22,46,45,82,45,45,82,19
2021-11-20 03:32:28,2021-11-20 03:33:09,41,31 22,31 58,32 42,26,22,46,45,83,43,43,83,17
2021-11-20 03:33:09,2021-11-20 03:33:46,37,32 03,32 51,33 23,25,21,46,45,84,44,43,83,19
2021-11-20 03:33:46,2021-11-20 03:34:26,40,32 55,33 32,34 01,26,22,46,45,82,44,43,84,17
2021-11-20 03:34:26,2021-11-20 03:35:23,57,33 37,34 09,34 40,26,22,46,45,84,43,43,84,18
2021-11-20 03:35:23,2021-11-20 03:35:57,34,34 14,34 48,35 37,26,22,46,45,82,43,43,83,18
2021-11-20 03:36:31,2021-11-20 03:37:23,52,35 51,36 20,36 45,26,23,46,46,85,42,43,83,18
2021-11-20 03:37:23,2021-11-20 03:38:15,52,36 24,36 54,37 38,26,22,46,45,84,42,43,84,18
2021-11-20 03:38:15,2021-11-20 03:38:51,36,36 59,37 46,38 29,26,23,46,45,84,43,43,84,18
2021-11-20 03:38:51,2021-11-20 03:40:09,78,37 51,38 38,39 05,25,23,46,45,84,43,43,84,18
2021-11-20 03:40:09,2021-11-20 03:40:49,40,38 43,39 13,40 24,26,22,46,45,85,43,43,83,19
2021-11-20 03:40:49,2021-11-20 03:41:17,28,39 18,40 32,41 04,26,22,46,45,83,44,44,82,18
2021-11-20 03:41:17,2021-11-20 03:41:53,36,40 37,41 12,41 31,26,24,46,45,83,44,44,83,19
2021-11-20 03:41:53,2021-11-20 03:42:52,59,41 17,41 39,42 07,25,23,46,45,83,44,44,83,19
2021-11-20 03:42:52,2021-11-20 03:43:30,38,41 44,42 15,43 06,26,22,46,45,82,44,43,83,19
2021-11-20 03:43:30,2021-11-20 03:44:15,45,42 20,43 14,43 45,26,23,46,45,84,42,43,84,18
2021-11-20 03:44:15,2021-11-20 03:44:59,44,43 19,43 53,44 29,26,23,46,45,84,43,44,83,19
2021-11-20 03:44:59,2021-11-20 03:45:53,54,43 58,44 37,45 13,26,22,46,45,84,44,43,84,19
2021-11-20 03:45:53,2021-11-20 03:47:03,70,44 42,45 21,46 08,26,23,46,45,84,44,45,84,19
2021-11-20 03:47:30,2021-11-20 03:48:11,41,46 21,47 25,47 44,26,22,46,45,83,44,44,83,19
2021-11-20 03:48:11,2021-11-20 03:48:37,26,47 30,47 52,48 25,25,22,46,45,84,44,44,84,19
2021-11-20 03:48:37,2021-11-20 03:49:11,34,47 57,48 34,48 51,26,23,46,45,82,44,44,82,19
2021-11-20 03:49:48,2021-11-20 03:50:26,38,49 05,49 33,50 02,26,22,46,45,83,43,43,84,18
2021-11-20 03:50:26,2021-11-20 03:51:03,37,49 38,50 11,50 40,26,22,46,45,83,43,43,84,18
2021-11-20 03:51:03,2021-11-20 03:51:45,42,50 15,50 48,51 18,26,22,45,45,84,44,46,83,19
2021-11-20 03:51:45,2021-11-20 03:52:27,42,50 53,51 26,51 59,27,22,46,45,82,44,44,83,18
2021-11-20 03:52:27,2021-11-20 03:53:00,33,51 31,52 08,52 41,26,23,46,45,83,43,43,83,19
2021-11-20 03:53:00,2021-11-20 03:53:34,34,52 12,52 50,53 14,26,22,46,45,83,44,44,83,19
2021-11-20 03:53:34,2021-11-20 03:54:06,32,52 54,53 22,53 48,26,23,46,45,84,44,44,83,17
2021-11-20 03:54:06,2021-11-20 03:54:46,40,53 27,53 56,54 21,26,22,46,45,84,43,43,83,18
2021-11-20 03:55:26,2021-11-20 03:56:01,35,54 34,55 09,55 40,26,23,46,45,84,42,43,83,19
2021-11-20 03:56:01,2021-11-20 03:56:29,28,55 14,55 48,56 15,26,22,46,45,84,43,43,83,18
2021-11-20 03:56:29,2021-11-20 03:56:57,28,55 53,56 24,56 44,26,23,46,46,83,43,43,84,18
2021-11-20 03:56:57,2021-11-20 03:57:40,43,56 29,56 52,57 11,26,24,46,45,83,43,43,82,19
2021-11-20 03:57:40,2021-11-20 03:58:08,28,56 57,57 20,57 54,25,22,46,45,84,44,44,85,18
2021-11-20 03:58:08,2021-11-20 03:58:32,24,57 24,58 03,58 22,26,23,46,45,84,43,43,84,19
2021-11-20 03:58:32,2021-11-20 03:58:58,26,58 07,58 31,58 46,26,23,47,46,83,43,43,83,18
2021-11-20 03:58:58,2021-11-20 03:59:26,28,58 36,58 54,59 12,26,22,46,45,84,44,44,84,18
2021-11-20 03:59:26,2021-11-20 04:00:06,40,58 59,59 20,59 40,26,22,46,45,83,44,44,83,18
2021-11-20 04:00:06,2021-11-20 04:00:35,29,59 25,59 48,00 20,26,23,46,45,84,43,43,84,19
2021-11-20 04:00:35,2021-11-20 04:01:00,25,59 53,00 29,00 49,26,23,46,45,82,45,45,82,19
2021-11-20 04:01:00,2021-11-20 04:01:27,27,00 33,00 57,01 14,26,22,46,45,83,43,44,83,19
2021-11-20 04:01:27,2021-11-20 04:01:53,26,01 02,01 22,01 41,26,22,46,45,85,42,43,84,18
2021-11-20 04:02:22,2021-11-20 04:02:50,28,01 54,02 15,02 36,26,22,46,45,84,42,43,84,19
2021-11-20 04:03:09,2021-11-20 04:03:28,19,02 20,02 45,03 23,26,22,46,45,84,43,43,84,19
