state1,state2,state3,state4,state4,time
2,1,0,0,0,2021/11/19 20:26
1,1,0,0,0,2021/11/19 20:27
2,1,0,0,0,2021/11/19 20:27
1,1,0,0,0,2021/11/19 20:27
2,1,0,0,0,2021/11/19 20:27
1,1,0,0,0,2021/11/19 20:27
2,1,0,0,0,2021/11/19 20:28
1,1,0,0,0,2021/11/19 20:28
2,1,0,0,0,2021/11/19 20:28
1,1,0,0,0,2021/11/19 20:28
2,1,0,0,0,2021/11/19 20:29
1,1,0,0,0,2021/11/19 20:29
2,1,0,0,0,2021/11/19 20:30
1,1,0,0,0,2021/11/19 20:30
2,1,0,0,0,2021/11/19 20:30
1,1,0,0,0,2021/11/19 20:30
2,1,0,0,0,2021/11/19 20:30
1,1,0,0,0,2021/11/19 20:31
2,1,0,0,0,2021/11/19 20:31
1,1,0,0,0,2021/11/19 20:31
2,1,0,0,0,2021/11/19 20:31
1,1,0,0,0,2021/11/19 20:31
2,1,0,0,0,2021/11/19 20:32
1,1,0,0,0,2021/11/19 20:32
2,1,0,0,0,2021/11/19 20:32
1,1,0,0,0,2021/11/19 20:32
2,1,0,0,0,2021/11/19 20:33
1,1,0,0,0,2021/11/19 20:33
2,1,0,0,0,2021/11/19 20:33
1,1,0,0,0,2021/11/19 20:33
2,1,0,0,0,2021/11/19 20:34
1,1,0,0,0,2021/11/19 20:34
2,1,0,0,0,2021/11/19 20:34
1,1,0,0,0,2021/11/19 20:34
2,1,0,0,0,2021/11/19 20:35
1,1,0,0,0,2021/11/19 20:36
2,1,0,0,0,2021/11/19 20:36
1,1,0,0,0,2021/11/19 20:36
2,1,0,0,0,2021/11/19 20:37
1,1,0,0,0,2021/11/19 20:37
2,1,0,0,0,2021/11/19 20:37
1,1,0,0,0,2021/11/19 20:37
2,1,0,0,0,2021/11/19 20:37
1,1,0,0,0,2021/11/19 20:38
2,1,0,0,0,2021/11/19 20:38
1,1,0,0,0,2021/11/19 20:38
2,1,0,0,0,2021/11/19 20:39
1,1,0,0,0,2021/11/19 20:39
2,1,0,0,0,2021/11/19 20:39
1,1,0,0,0,2021/11/19 20:39
2,1,0,0,0,2021/11/19 20:40
1,1,0,0,0,2021/11/19 20:40
2,1,0,0,0,2021/11/19 20:40
1,1,0,0,0,2021/11/19 20:40
2,1,0,0,0,2021/11/19 20:41
1,1,0,0,0,2021/11/19 20:41
2,1,0,0,0,2021/11/19 20:41
1,1,0,0,0,2021/11/19 20:41
2,1,0,0,0,2021/11/19 20:42
1,1,0,0,0,2021/11/19 20:42
2,1,0,0,0,2021/11/19 20:43
1,1,0,0,0,2021/11/19 20:43
2,1,0,0,0,2021/11/19 20:43
1,1,0,0,0,2021/11/19 20:43
2,1,0,0,0,2021/11/19 20:44
1,1,0,0,0,2021/11/19 20:44
2,1,0,0,0,2021/11/19 20:44
1,1,0,0,0,2021/11/19 20:45
2,1,0,0,0,2021/11/19 20:45
1,1,0,0,0,2021/11/19 20:45
2,1,0,0,0,2021/11/19 20:45
1,1,0,0,0,2021/11/19 20:46
2,1,0,0,0,2021/11/19 20:46
1,1,0,0,0,2021/11/19 20:47
2,1,0,0,0,2021/11/19 20:47
1,1,0,0,0,2021/11/19 20:48
2,1,0,0,0,2021/11/19 20:48
2,0,0,0,0,2021/11/19 20:48
1,0,0,0,0,2021/11/19 20:48
2,0,0,0,0,2021/11/19 20:49
1,0,0,0,0,2021/11/19 20:49
2,0,0,0,0,2021/11/19 20:49
1,0,0,0,0,2021/11/19 20:50
1,1,0,0,0,2021/11/19 20:53
1,0,0,0,0,2021/11/19 20:54
1,1,0,0,0,2021/11/19 20:54
2,1,0,0,0,2021/11/19 20:54
2,0,0,0,0,2021/11/19 20:54
1,0,0,0,0,2021/11/19 20:55
2,0,0,0,0,2021/11/19 20:55
3,0,0,0,0,2021/11/19 20:55
1,0,0,0,0,2021/11/19 20:58
1,1,0,0,0,2021/11/19 21:03
1,0,0,0,0,2021/11/19 21:05
2,0,0,0,0,2021/11/19 21:05
1,0,0,0,0,2021/11/19 21:07
2,0,0,0,0,2021/11/19 21:08
1,0,0,0,0,2021/11/19 21:09
1,1,0,0,0,2021/11/19 21:09
2,1,0,0,0,2021/11/19 21:10
1,1,0,0,0,2021/11/19 21:10
2,1,0,0,0,2021/11/19 21:11
1,1,0,0,0,2021/11/19 21:11
2,1,0,0,0,2021/11/19 21:11
1,1,0,0,0,2021/11/19 21:11
2,1,0,0,0,2021/11/19 21:12
1,1,0,0,0,2021/11/19 21:12
2,1,0,0,0,2021/11/19 21:13
1,1,0,0,0,2021/11/19 21:13
2,1,0,0,0,2021/11/19 21:13
1,1,0,0,0,2021/11/19 21:22
2,1,0,0,0,2021/11/19 21:22
2,0,0,0,0,2021/11/19 21:23
1,0,0,0,0,2021/11/19 21:26
2,0,0,0,0,2021/11/19 21:27
1,0,0,0,0,2021/11/19 21:27
1,1,0,0,0,2021/11/19 21:28
2,1,0,0,0,2021/11/19 21:29
1,1,0,0,0,2021/11/19 21:29
2,1,0,0,0,2021/11/19 21:30
1,1,0,0,0,2021/11/19 21:30
1,1,1,0,0,2021/11/19 21:30
2,1,1,0,0,2021/11/19 21:30
1,1,1,0,0,2021/11/19 21:30
2,1,1,0,0,2021/11/19 21:30
1,1,1,0,0,2021/11/19 21:31
1,1,0,0,0,2021/11/19 21:31
2,1,0,0,0,2021/11/19 21:31
1,1,0,0,0,2021/11/19 21:31
2,1,0,0,0,2021/11/19 21:32
1,1,0,0,0,2021/11/19 21:32
2,1,0,0,0,2021/11/19 21:32
1,1,0,0,0,2021/11/19 21:33
2,1,0,0,0,2021/11/19 21:33
1,1,0,0,0,2021/11/19 21:33
2,1,0,0,0,2021/11/19 21:33
1,1,0,0,0,2021/11/19 21:33
2,1,0,0,0,2021/11/19 21:34
1,1,0,0,0,2021/11/19 21:34
2,1,0,0,0,2021/11/19 21:35
1,1,0,0,0,2021/11/19 21:35
2,1,0,0,0,2021/11/19 21:35
1,1,0,0,0,2021/11/19 21:36
2,1,0,0,0,2021/11/19 21:36
1,1,0,0,0,2021/11/19 21:37
2,1,0,0,0,2021/11/19 21:37
1,1,0,0,0,2021/11/19 21:37
2,1,0,0,0,2021/11/19 21:38
1,1,0,0,0,2021/11/19 21:38
2,1,0,0,0,2021/11/19 21:38
1,1,0,0,0,2021/11/19 21:40
2,1,0,0,0,2021/11/19 21:40
1,1,0,0,0,2021/11/19 21:40
2,1,0,0,0,2021/11/19 21:41
1,1,0,0,0,2021/11/19 21:41
2,1,0,0,0,2021/11/19 21:41
1,1,0,0,0,2021/11/19 21:42
2,1,0,0,0,2021/11/19 21:42
1,1,0,0,0,2021/11/19 21:43
2,1,0,0,0,2021/11/19 21:43
1,1,0,0,0,2021/11/19 21:43
2,1,0,0,0,2021/11/19 21:43
1,1,0,0,0,2021/11/19 21:43
2,1,0,0,0,2021/11/19 21:44
1,1,0,0,0,2021/11/19 21:44
2,1,0,0,0,2021/11/19 21:44
1,1,0,0,0,2021/11/19 21:44
2,1,0,0,0,2021/11/19 21:45
1,1,0,0,0,2021/11/19 21:45
2,1,0,0,0,2021/11/19 21:45
1,1,0,0,0,2021/11/19 21:45
2,1,0,0,0,2021/11/19 21:46
1,1,0,0,0,2021/11/19 21:46
2,1,0,0,0,2021/11/19 21:46
1,1,0,0,0,2021/11/19 21:46
2,1,0,0,0,2021/11/19 21:47
1,1,0,0,0,2021/11/19 21:47
2,1,0,0,0,2021/11/19 21:47
1,1,0,0,0,2021/11/19 21:47
2,1,0,0,0,2021/11/19 21:48
1,1,0,0,0,2021/11/19 21:48
2,1,0,0,0,2021/11/19 21:48
1,1,0,0,0,2021/11/19 21:48
2,1,0,0,0,2021/11/19 21:48
1,1,0,0,0,2021/11/19 21:49
2,1,0,0,0,2021/11/19 21:49
1,1,0,0,0,2021/11/19 21:49
2,1,0,0,0,2021/11/19 21:49
1,1,0,0,0,2021/11/19 21:49
2,1,0,0,0,2021/11/19 21:50
1,1,0,0,0,2021/11/19 21:50
1,0,0,0,0,2021/11/19 21:50
2,0,0,0,0,2021/11/19 21:51
1,0,0,0,0,2021/11/19 21:51
2,0,0,0,0,2021/11/19 21:51
1,0,0,0,0,2021/11/19 21:51
1,1,0,0,0,2021/11/19 21:52
1,0,0,0,0,2021/11/19 21:53
3,0,0,0,0,2021/11/19 21:53
1,0,0,0,0,2021/11/19 21:56
1,1,0,0,0,2021/11/19 21:57
2,1,0,0,0,2021/11/19 21:58
1,1,0,0,0,2021/11/19 21:58
2,1,0,0,0,2021/11/19 21:58
1,1,0,0,0,2021/11/19 21:58
2,1,0,0,0,2021/11/19 21:59
1,1,0,0,0,2021/11/19 21:59
2,1,0,0,0,2021/11/19 21:59
1,1,0,0,0,2021/11/19 22:00
2,1,0,0,0,2021/11/19 22:00
1,1,0,0,0,2021/11/19 22:00
2,1,0,0,0,2021/11/19 22:00
1,1,0,0,0,2021/11/19 22:01
2,1,0,0,0,2021/11/19 22:01
1,1,0,0,0,2021/11/19 22:01
2,1,0,0,0,2021/11/19 22:01
1,1,0,0,0,2021/11/19 22:02
2,1,0,0,0,2021/11/19 22:02
1,1,0,0,0,2021/11/19 22:02
2,1,0,0,0,2021/11/19 22:03
1,1,0,0,0,2021/11/19 22:03
2,1,0,0,0,2021/11/19 22:03
1,1,0,0,0,2021/11/19 22:04
2,1,0,0,0,2021/11/19 22:04
1,1,0,0,0,2021/11/19 22:04
2,1,0,0,0,2021/11/19 22:04
1,1,0,0,0,2021/11/19 22:05
2,1,0,0,0,2021/11/19 22:05
1,1,0,0,0,2021/11/19 22:05
2,1,0,0,0,2021/11/19 22:06
1,1,0,0,0,2021/11/19 22:07
2,1,0,0,0,2021/11/19 22:07
1,1,0,0,0,2021/11/19 22:07
2,1,0,0,0,2021/11/19 22:08
2,0,0,0,0,2021/11/19 22:08
1,0,0,0,0,2021/11/19 22:08
2,0,0,0,0,2021/11/19 22:08
1,0,0,0,0,2021/11/19 22:10
2,0,0,0,0,2021/11/19 22:10
3,0,0,0,0,2021/11/19 22:11
1,0,0,0,0,2021/11/19 22:15
1,1,0,0,0,2021/11/19 22:15
2,1,0,0,0,2021/11/19 22:17
1,1,0,0,0,2021/11/19 22:17
2,1,0,0,0,2021/11/19 22:17
1,1,0,0,0,2021/11/19 22:17
2,1,0,0,0,2021/11/19 22:18
1,1,0,0,0,2021/11/19 22:18
2,1,0,0,0,2021/11/19 22:18
1,1,0,0,0,2021/11/19 22:18
2,1,0,0,0,2021/11/19 22:18
1,1,0,0,0,2021/11/19 22:19
2,1,0,0,0,2021/11/19 22:19
1,1,0,0,0,2021/11/19 22:19
2,1,0,0,0,2021/11/19 22:19
1,1,0,0,0,2021/11/19 22:19
2,1,0,0,0,2021/11/19 22:20
1,1,0,0,0,2021/11/19 22:20
2,1,0,0,0,2021/11/19 22:20
1,1,0,0,0,2021/11/19 22:20
2,1,0,0,0,2021/11/19 22:21
1,1,0,0,0,2021/11/19 22:21
2,1,0,0,0,2021/11/19 22:21
1,1,0,0,0,2021/11/19 22:21
2,1,0,0,0,2021/11/19 22:21
1,1,0,0,0,2021/11/19 22:21
2,1,0,0,0,2021/11/19 22:22
1,1,0,0,0,2021/11/19 22:22
2,1,0,0,0,2021/11/19 22:22
1,1,0,0,0,2021/11/19 22:22
2,1,0,0,0,2021/11/19 22:23
1,1,0,0,0,2021/11/19 22:23
2,1,0,0,0,2021/11/19 22:23
1,1,0,0,0,2021/11/19 22:23
2,1,0,0,0,2021/11/19 22:23
1,1,0,0,0,2021/11/19 22:24
2,1,0,0,0,2021/11/19 22:24
3,1,0,0,0,2021/11/19 22:24
1,1,0,0,0,2021/11/19 22:25
2,1,0,0,0,2021/11/19 22:25
3,1,0,0,0,2021/11/19 22:25
1,1,0,0,0,2021/11/19 22:25
3,1,0,0,0,2021/11/19 22:26
1,1,0,0,0,2021/11/19 22:26
3,1,0,0,0,2021/11/19 22:27
1,1,0,0,0,2021/11/19 22:27
3,1,0,0,0,2021/11/19 22:28
1,1,0,0,0,2021/11/19 22:29
3,1,0,0,0,2021/11/19 22:29
1,1,0,0,0,2021/11/19 22:30
2,1,0,0,0,2021/11/19 22:30
3,1,0,0,0,2021/11/19 22:30
1,1,0,0,0,2021/11/19 22:31
3,1,0,0,0,2021/11/19 22:31
3,0,0,0,0,2021/11/19 22:31
3,1,0,0,0,2021/11/19 22:31
1,1,0,0,0,2021/11/19 23:35
3,1,0,0,0,2021/11/19 23:35
3,0,0,0,0,2021/11/19 23:35
3,1,0,0,0,2021/11/19 23:35
1,1,0,0,0,2021/11/19 23:36
1,0,0,0,0,2021/11/19 23:36
2,0,0,0,0,2021/11/19 23:36
1,0,0,0,0,2021/11/19 23:44
2,0,0,0,0,2021/11/19 23:44
1,0,0,0,0,2021/11/19 23:45
0,0,0,0,0,2021/11/19 23:47
1,0,0,0,0,2021/11/19 23:48
1,1,0,0,0,2021/11/19 23:49
2,1,0,0,0,2021/11/19 23:51
1,1,0,0,0,2021/11/19 23:51
2,1,0,0,0,2021/11/19 23:51
1,0,0,0,0,2021/11/19 23:52
1,1,0,0,0,2021/11/19 23:52
2,1,0,0,0,2021/11/19 23:52
1,1,0,0,0,2021/11/19 23:52
2,1,0,0,0,2021/11/19 23:53
1,1,0,0,0,2021/11/19 23:53
2,1,0,0,0,2021/11/19 23:54
1,1,0,0,0,2021/11/19 23:54
2,1,0,0,0,2021/11/19 23:54
1,1,0,0,0,2021/11/19 23:55
3,1,0,0,0,2021/11/19 23:55
1,1,0,0,0,2021/11/19 23:56
3,1,0,0,0,2021/11/19 23:56
3,0,0,0,0,2021/11/19 23:56
1,0,0,0,0,2021/11/19 23:57
3,0,0,0,0,2021/11/19 23:57
1,0,0,0,0,2021/11/19 23:57
3,0,0,0,0,2021/11/19 23:58
1,0,0,0,0,2021/11/19 23:58
1,1,0,0,0,2021/11/19 23:58
1,0,0,0,0,2021/11/19 23:59
1,1,0,0,0,2021/11/19 23:59
1,0,0,0,0,2021/11/20 0:00
3,0,0,0,0,2021/11/20 0:01
1,0,0,0,0,2021/11/20 0:04
1,1,0,0,0,2021/11/20 0:05
2,1,0,0,0,2021/11/20 0:06
1,1,0,0,0,2021/11/20 0:07
2,1,0,0,0,2021/11/20 0:07
1,1,0,0,0,2021/11/20 0:08
2,1,0,0,0,2021/11/20 0:08
1,1,0,0,0,2021/11/20 0:08
2,1,0,0,0,2021/11/20 0:08
1,1,0,0,0,2021/11/20 0:09
0,1,0,0,0,2021/11/20 0:09
1,1,0,0,0,2021/11/20 0:09
1,0,0,0,0,2021/11/20 0:10
2,0,0,0,0,2021/11/20 0:10
3,0,0,0,0,2021/11/20 0:12
1,0,0,0,0,2021/11/20 0:18
1,1,0,0,0,2021/11/20 0:26
2,1,0,0,0,2021/11/20 0:28
1,1,0,0,0,2021/11/20 0:28
2,1,0,0,0,2021/11/20 0:28
1,1,0,0,0,2021/11/20 0:28
2,1,0,0,0,2021/11/20 0:29
1,1,0,0,0,2021/11/20 0:29
2,1,0,0,0,2021/11/20 0:29
1,1,0,0,0,2021/11/20 0:29
2,1,0,0,0,2021/11/20 0:30
1,1,0,0,0,2021/11/20 0:30
2,1,0,0,0,2021/11/20 0:31
1,1,0,0,0,2021/11/20 0:31
2,1,0,0,0,2021/11/20 0:31
1,1,0,0,0,2021/11/20 0:32
2,1,0,0,0,2021/11/20 0:32
1,1,0,0,0,2021/11/20 0:32
2,1,0,0,0,2021/11/20 0:33
1,1,0,0,0,2021/11/20 0:34
2,1,0,0,0,2021/11/20 0:34
1,1,0,0,0,2021/11/20 0:34
1,0,0,0,0,2021/11/20 0:34
2,0,0,0,0,2021/11/20 0:34
1,0,0,0,0,2021/11/20 0:34
2,0,0,0,0,2021/11/20 0:35
1,0,0,0,0,2021/11/20 0:35
1,1,0,0,0,2021/11/20 0:38
2,1,0,0,0,2021/11/20 0:39
1,0,0,0,0,2021/11/20 0:40
2,0,0,0,0,2021/11/20 0:40
1,0,0,0,0,2021/11/20 0:40
2,0,0,0,0,2021/11/20 0:40
1,0,0,0,0,2021/11/20 0:41
3,0,0,0,0,2021/11/20 0:41
3,1,0,0,0,2021/11/20 0:41
1,1,0,0,0,2021/11/20 0:41
2,1,0,0,0,2021/11/20 0:43
1,1,0,0,0,2021/11/20 0:43
2,1,0,0,0,2021/11/20 0:44
1,1,0,0,0,2021/11/20 0:44
2,1,0,0,0,2021/11/20 0:44
1,1,0,0,0,2021/11/20 0:44
2,1,0,0,0,2021/11/20 0:45
1,1,0,0,0,2021/11/20 0:45
2,1,0,0,0,2021/11/20 0:45
1,1,0,0,0,2021/11/20 0:45
2,1,0,0,0,2021/11/20 0:46
1,1,0,0,0,2021/11/20 0:46
2,1,0,0,0,2021/11/20 0:47
1,1,0,0,0,2021/11/20 0:47
2,1,0,0,0,2021/11/20 0:47
1,1,0,0,0,2021/11/20 0:47
2,1,0,0,0,2021/11/20 0:48
1,1,0,0,0,2021/11/20 0:48
2,1,0,0,0,2021/11/20 0:48
1,1,0,0,0,2021/11/20 0:49
2,1,0,0,0,2021/11/20 0:49
1,1,0,0,0,2021/11/20 0:49
2,1,0,0,0,2021/11/20 0:50
2,0,0,0,0,2021/11/20 0:50
1,0,0,0,0,2021/11/20 0:51
2,0,0,0,0,2021/11/20 0:51
3,0,0,0,0,2021/11/20 0:51
0,0,0,0,0,2021/11/20 0:55
1,0,0,0,0,2021/11/20 0:56
3,0,0,0,0,2021/11/20 0:56
1,0,0,0,0,2021/11/20 0:59
1,1,0,0,0,2021/11/20 1:00
2,1,0,0,0,2021/11/20 1:02
1,1,0,0,0,2021/11/20 1:02
2,1,0,0,0,2021/11/20 1:03
1,1,0,0,0,2021/11/20 1:03
2,1,0,0,0,2021/11/20 1:03
1,1,0,0,0,2021/11/20 1:03
2,1,0,0,0,2021/11/20 1:04
3,0,0,0,0,2021/11/20 1:04
1,0,0,0,0,2021/11/20 1:04
2,0,0,0,0,2021/11/20 1:04
2,1,0,0,0,2021/11/20 1:04
1,1,0,0,0,2021/11/20 1:04
2,1,0,0,0,2021/11/20 1:05
1,0,0,0,0,2021/11/20 1:05
2,0,0,0,0,2021/11/20 1:05
3,0,0,0,0,2021/11/20 1:05
1,0,0,0,0,2021/11/20 1:14
1,1,0,0,0,2021/11/20 1:14
2,1,0,0,0,2021/11/20 1:16
1,1,0,0,0,2021/11/20 1:16
2,1,0,0,0,2021/11/20 1:17
1,1,0,0,0,2021/11/20 1:17
2,1,0,0,0,2021/11/20 1:17
1,1,0,0,0,2021/11/20 1:17
2,1,0,0,0,2021/11/20 1:17
1,1,0,0,0,2021/11/20 1:18
2,1,0,0,0,2021/11/20 1:18
1,1,0,0,0,2021/11/20 1:18
2,1,0,0,0,2021/11/20 1:18
1,1,0,0,0,2021/11/20 1:19
2,1,0,0,0,2021/11/20 1:19
