条码,产线信息,设备号,设备状态,目标温度（取锡）,到达时间（取锡）,持续时间（取锡）,释放时间（取锡）,释放温度（取锡）,能量PAIN（取锡）,焊头使用次数（取锡）,目标温度（焊接）,到达时间（焊接）,持续时间（焊接）,释放时间（焊接）,释放温度（焊接）,能量PAIN（焊接）,焊头使用次数（焊接）,目标温度（脱锡）,到达时间（脱锡）,持续时间（脱锡）,释放时间（脱锡）,释放温度（脱锡）,能量PAIN（脱锡）,焊头使用次数（脱锡）,缺陷,缺陷位置,实时温度,入料时间,出料时间
CY6HMPM21B20012528,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20004.0,405.0,20.0,20.0,0.0,395.0,190.0,20004.0,280.0,20.0,10.0,0.0,270.0,190.0,20004.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",396.0,2021-11-25 10:12:49,2021-11-25 10:13:19
CY6HMPM21B20012533,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20005.0,405.0,20.0,20.0,0.0,395.0,190.0,20005.0,280.0,20.0,10.0,0.0,270.0,190.0,20005.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",392.0,2021-11-25 10:13:11,2021-11-25 10:13:42
CY6HMPM21B20013523,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20006.0,405.0,20.0,20.0,0.0,395.0,190.0,20006.0,280.0,20.0,10.0,0.0,270.0,190.0,20006.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",395.0,2021-11-25 10:13:34,2021-11-25 10:14:04
CY6HMPM21B20013515,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20007.0,405.0,20.0,20.0,0.0,395.0,190.0,20007.0,280.0,20.0,10.0,0.0,270.0,190.0,20007.0,"['', '', '', '', '', 'With_Glue6']","['', '', '', '', '', '6']",396.0,2021-11-25 10:13:56,2021-11-25 10:14:27
CY6HMPM21B20013512,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20008.0,405.0,20.0,20.0,0.0,395.0,190.0,20008.0,280.0,20.0,10.0,0.0,270.0,190.0,20008.0,"['', '', '', '', '', 'NO_Solder6']","['', '', '', '', '', '6']",396.0,2021-11-25 10:14:20,2021-11-25 10:14:52
CY6HMPM21B20013521,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20009.0,405.0,20.0,20.0,0.0,395.0,190.0,20009.0,280.0,20.0,10.0,0.0,270.0,190.0,20009.0,"['NO_Solder1', 'NO_Solder2', '', '', '', '']","['1', '2', '', '', '', '']",95.0,2021-11-25 10:14:44,2021-11-25 10:15:15
CY6HMPM21B20012514,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20010.0,405.0,20.0,20.0,0.0,395.0,190.0,20010.0,280.0,20.0,10.0,0.0,270.0,190.0,20010.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",390.0,2021-11-25 10:15:06,2021-11-25 10:15:42
CY6HMPM21B20012318,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20011.0,405.0,20.0,20.0,0.0,395.0,190.0,20011.0,280.0,20.0,10.0,0.0,270.0,190.0,20011.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",396.0,2021-11-25 10:15:47,2021-11-25 10:16:17
NO_Line_Bar20211125101641,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20012.0,405.0,20.0,20.0,0.0,395.0,190.0,20012.0,280.0,20.0,10.0,0.0,270.0,190.0,20012.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",398.0,2021-11-25 10:16:10,2021-11-25 10:16:40
CY6HMPM21B20013520,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20013.0,405.0,20.0,20.0,0.0,395.0,190.0,20013.0,280.0,20.0,10.0,0.0,270.0,190.0,20013.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",398.0,2021-11-25 10:16:32,2021-11-25 10:17:02
CY6HMPM21B20013531,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20014.0,405.0,20.0,20.0,0.0,395.0,190.0,20014.0,280.0,20.0,10.0,0.0,270.0,190.0,20014.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",401.0,2021-11-25 10:16:54,2021-11-25 10:17:25
CY6HMPM21B20012541,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20015.0,405.0,20.0,20.0,0.0,395.0,190.0,20015.0,280.0,20.0,10.0,0.0,270.0,190.0,20015.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",400.0,2021-11-25 10:17:17,2021-11-25 10:17:47
CY6HMPM21B20013535,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20016.0,405.0,20.0,20.0,0.0,395.0,190.0,20016.0,280.0,20.0,10.0,0.0,270.0,190.0,20016.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",392.0,2021-11-25 10:17:40,2021-11-25 10:18:10
CY6HMPM21B20012548,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20017.0,405.0,20.0,20.0,0.0,395.0,190.0,20017.0,280.0,20.0,10.0,0.0,270.0,190.0,20017.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",394.0,2021-11-25 10:18:02,2021-11-25 10:18:32
CY6HMPM21B20012546,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20018.0,405.0,20.0,20.0,0.0,395.0,190.0,20018.0,280.0,20.0,10.0,0.0,270.0,190.0,20018.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",398.0,2021-11-25 10:18:24,2021-11-25 10:18:54
CY6HMPM21B20012537,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20019.0,405.0,20.0,20.0,0.0,395.0,190.0,20019.0,280.0,20.0,10.0,0.0,270.0,190.0,20019.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",395.0,2021-11-25 10:18:46,2021-11-25 10:19:17
CY6HMPM21B20013525,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20020.0,405.0,20.0,20.0,0.0,395.0,190.0,20020.0,280.0,20.0,10.0,0.0,270.0,190.0,20020.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",397.0,2021-11-25 10:19:10,2021-11-25 10:19:39
CY6HMPM21B20012587,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20021.0,405.0,20.0,20.0,0.0,395.0,190.0,20021.0,280.0,20.0,10.0,0.0,270.0,190.0,20021.0,"['', '', '', 'With_Glue4', '', '']","['', '', '', '4', '', '']",400.0,2021-11-25 10:19:32,2021-11-25 10:20:02
CY6HMPM21B20012652,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20022.0,405.0,20.0,20.0,0.0,395.0,190.0,20022.0,280.0,20.0,10.0,0.0,270.0,190.0,20022.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",393.0,2021-11-25 10:19:54,2021-11-25 10:20:32
CY6HMPM21B20012544,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20023.0,405.0,20.0,20.0,0.0,395.0,190.0,20023.0,280.0,20.0,10.0,0.0,270.0,190.0,20023.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",400.0,2021-11-25 10:20:16,2021-11-25 10:20:50
CY6HMPM21B20013532,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20024.0,405.0,20.0,20.0,0.0,395.0,190.0,20024.0,280.0,20.0,10.0,0.0,270.0,190.0,20024.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",391.0,2021-11-25 10:20:39,2021-11-25 10:21:09
CY6HMPM21B20012547,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20025.0,405.0,20.0,20.0,0.0,395.0,190.0,20025.0,280.0,20.0,10.0,0.0,270.0,190.0,20025.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",394.0,2021-11-25 10:21:01,2021-11-25 10:21:32
CY6HMPM21B20013540,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20026.0,405.0,20.0,20.0,0.0,395.0,190.0,20026.0,280.0,20.0,10.0,0.0,270.0,190.0,20026.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",396.0,2021-11-25 10:21:23,2021-11-25 10:21:54
CY6HMPM21B20013538,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20027.0,405.0,20.0,20.0,0.0,395.0,190.0,20027.0,280.0,20.0,10.0,0.0,270.0,190.0,20027.0,"['', '', '', 'With_Glue4', '', '']","['', '', '', '4', '', '']",391.0,2021-11-25 10:21:47,2021-11-25 10:22:17
CY6HMPM21B20013519,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20028.0,405.0,20.0,20.0,0.0,395.0,190.0,20028.0,280.0,20.0,10.0,0.0,270.0,190.0,20028.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",400.0,2021-11-25 10:22:09,2021-11-25 10:22:39
NO_Line_Bar20211125102302,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20029.0,405.0,20.0,20.0,0.0,395.0,190.0,20029.0,280.0,20.0,10.0,0.0,270.0,190.0,20029.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",395.0,2021-11-25 10:22:31,2021-11-25 10:23:01
CY6HMPM21B20013526,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20030.0,405.0,20.0,20.0,0.0,395.0,190.0,20030.0,280.0,20.0,10.0,0.0,270.0,190.0,20030.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",401.0,2021-11-25 10:22:53,2021-11-25 10:23:26
CY6HMPM21B20013530,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20031.0,405.0,20.0,20.0,0.0,395.0,190.0,20031.0,280.0,20.0,10.0,0.0,270.0,190.0,20031.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",391.0,2021-11-25 10:23:16,2021-11-25 10:23:47
CY6HMPM21B20013536,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20032.0,405.0,20.0,20.0,0.0,395.0,190.0,20032.0,280.0,20.0,10.0,0.0,270.0,190.0,20032.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",392.0,2021-11-25 10:23:39,2021-11-25 10:24:08
CY6HMPM21B20012375,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20033.0,405.0,20.0,20.0,0.0,395.0,190.0,20033.0,280.0,20.0,10.0,0.0,270.0,190.0,20033.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",391.0,2021-11-25 10:24:01,2021-11-25 10:24:31
CY6HMPM21B20013542,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20034.0,405.0,20.0,20.0,0.0,395.0,190.0,20034.0,280.0,20.0,10.0,0.0,270.0,190.0,20034.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",390.0,2021-11-25 10:24:23,2021-11-25 10:34:48
CY6HMPM21B20012676,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20035.0,405.0,20.0,20.0,0.0,395.0,190.0,20035.0,280.0,20.0,10.0,0.0,270.0,190.0,20035.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",399.0,2021-11-25 10:34:52,2021-11-25 10:35:17
CY6HMPM21B20013544,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20036.0,405.0,20.0,20.0,0.0,395.0,190.0,20036.0,280.0,20.0,10.0,0.0,270.0,190.0,20036.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",392.0,2021-11-25 10:35:08,2021-11-25 10:35:41
CY6HMPM21B20012679,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20037.0,405.0,20.0,20.0,0.0,395.0,190.0,20037.0,280.0,20.0,10.0,0.0,270.0,190.0,20037.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",393.0,2021-11-25 10:35:24,2021-11-25 10:35:58
CY6HMPM21B20012653,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20038.0,405.0,20.0,20.0,0.0,395.0,190.0,20038.0,280.0,20.0,10.0,0.0,270.0,190.0,20038.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",398.0,2021-11-25 10:35:45,2021-11-25 10:36:19
NO_Line_Bar20211125103637,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20039.0,405.0,20.0,20.0,0.0,395.0,190.0,20039.0,280.0,20.0,10.0,0.0,270.0,190.0,20039.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",393.0,2021-11-25 10:36:04,2021-11-25 10:36:36
CY6HMPM21B20012687,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20040.0,405.0,20.0,20.0,0.0,395.0,190.0,20040.0,280.0,20.0,10.0,0.0,270.0,190.0,20040.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",394.0,2021-11-25 10:36:23,2021-11-25 10:36:55
CY6HMPM21B20013551,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20041.0,405.0,20.0,20.0,0.0,395.0,190.0,20041.0,280.0,20.0,10.0,0.0,270.0,190.0,20041.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",401.0,2021-11-25 10:36:45,2021-11-25 10:37:16
CY6HMPM21B20012454,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20042.0,405.0,20.0,20.0,0.0,395.0,190.0,20042.0,280.0,20.0,10.0,0.0,270.0,190.0,20042.0,"['', '', '', 'With_Glue4', '', '']","['', '', '', '4', '', '']",395.0,2021-11-25 10:37:08,2021-11-25 10:37:35
CY6HMPM21B20013555,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20043.0,405.0,20.0,20.0,0.0,395.0,190.0,20043.0,280.0,20.0,10.0,0.0,270.0,190.0,20043.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",390.0,2021-11-25 10:38:25,2021-11-25 10:38:56
CY6HMPM21B20012698,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20044.0,405.0,20.0,20.0,0.0,395.0,190.0,20044.0,280.0,20.0,10.0,0.0,270.0,190.0,20044.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",393.0,2021-11-25 10:38:48,2021-11-25 10:39:18
CY6HMPM21B20012523,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20045.0,405.0,20.0,20.0,0.0,395.0,190.0,20045.0,280.0,20.0,10.0,0.0,270.0,190.0,20045.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",391.0,2021-11-25 10:39:10,2021-11-25 10:42:23
CY6HMPM21B20012693,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20046.0,405.0,20.0,20.0,0.0,395.0,190.0,20046.0,280.0,20.0,10.0,0.0,270.0,190.0,20046.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",396.0,2021-11-25 10:39:32,2021-11-25 10:42:42
CY6HMPM21B20012539,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20047.0,405.0,20.0,20.0,0.0,395.0,190.0,20047.0,280.0,20.0,10.0,0.0,270.0,190.0,20047.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",400.0,2021-11-25 10:42:27,2021-11-25 10:43:00
CY6HMPM21B20009759,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20048.0,405.0,20.0,20.0,0.0,395.0,190.0,20048.0,280.0,20.0,10.0,0.0,270.0,190.0,20048.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",399.0,2021-11-25 10:42:46,2021-11-25 10:43:18
CY6HMPM21B20012696,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20049.0,405.0,20.0,20.0,0.0,395.0,190.0,20049.0,280.0,20.0,10.0,0.0,270.0,190.0,20049.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",401.0,2021-11-25 10:43:04,2021-11-25 10:43:36
CY6HMPM21B20013560,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20050.0,405.0,20.0,20.0,0.0,395.0,190.0,20050.0,280.0,20.0,10.0,0.0,270.0,190.0,20050.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",396.0,2021-11-25 10:43:23,2021-11-25 10:43:54
CY6HMPM21B20012702,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20051.0,405.0,20.0,20.0,0.0,395.0,190.0,20051.0,280.0,20.0,10.0,0.0,270.0,190.0,20051.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",393.0,2021-11-25 10:43:40,2021-11-25 10:44:12
CY6HMPM21B20013581,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20052.0,405.0,20.0,20.0,0.0,395.0,190.0,20052.0,280.0,20.0,10.0,0.0,270.0,190.0,20052.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",395.0,2021-11-25 10:43:58,2021-11-25 10:51:41
CY6HMPM21B20013585,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20053.0,405.0,20.0,20.0,0.0,395.0,190.0,20053.0,280.0,20.0,10.0,0.0,270.0,190.0,20053.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",392.0,2021-11-25 10:44:21,2021-11-25 10:51:58
CY6HMPM21B20013568,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20054.0,405.0,20.0,20.0,0.0,395.0,190.0,20054.0,280.0,20.0,10.0,0.0,270.0,190.0,20054.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",393.0,2021-11-25 10:51:45,2021-11-25 10:52:37
CY6HMPM21B20012703,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20055.0,405.0,20.0,20.0,0.0,395.0,190.0,20055.0,280.0,20.0,10.0,0.0,270.0,190.0,20055.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",391.0,2021-11-25 10:52:03,2021-11-25 10:52:55
CY6HMPM21B20012716,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20056.0,405.0,20.0,20.0,0.0,395.0,190.0,20056.0,280.0,20.0,10.0,0.0,270.0,190.0,20056.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",394.0,2021-11-25 10:52:41,2021-11-25 10:53:15
CY6HMPM21B20012718,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20057.0,405.0,20.0,20.0,0.0,395.0,190.0,20057.0,280.0,20.0,10.0,0.0,270.0,190.0,20057.0,"['', '', '', '', 'NO_Solder5', 'NO_Solder6']","['', '', '', '', '5', '6']",391.0,2021-11-25 10:52:59,2021-11-25 10:53:33
CY6HMPM21B20013584,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20058.0,405.0,20.0,20.0,0.0,395.0,190.0,20058.0,280.0,20.0,10.0,0.0,270.0,190.0,20058.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",399.0,2021-11-25 10:53:19,2021-11-25 10:54:10
CY6HMPM21B20013591,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20059.0,405.0,20.0,20.0,0.0,395.0,190.0,20059.0,280.0,20.0,10.0,0.0,270.0,190.0,20059.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",391.0,2021-11-25 10:53:38,2021-11-25 10:54:27
CY6HMPM21B20013592,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20060.0,405.0,20.0,20.0,0.0,395.0,190.0,20060.0,280.0,20.0,10.0,0.0,270.0,190.0,20060.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",392.0,2021-11-25 10:54:14,2021-11-25 10:54:45
CY6HMPM21B20012729,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20061.0,405.0,20.0,20.0,0.0,395.0,190.0,20061.0,280.0,20.0,10.0,0.0,270.0,190.0,20061.0,"['', '', 'Short3', '', 'Short5', '']","['', '', '3', '', '5', '']",398.0,2021-11-25 10:54:32,2021-11-25 10:55:05
CY6HMPM21B20013583,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20062.0,405.0,20.0,20.0,0.0,395.0,190.0,20062.0,280.0,20.0,10.0,0.0,270.0,190.0,20062.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",401.0,2021-11-25 10:54:50,2021-11-25 10:55:23
CY6HMPM21B20012713,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20063.0,405.0,20.0,20.0,0.0,395.0,190.0,20063.0,280.0,20.0,10.0,0.0,270.0,190.0,20063.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",395.0,2021-11-25 10:55:10,2021-11-25 10:55:42
CY6HMPM21B20012719,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20064.0,405.0,20.0,20.0,0.0,395.0,190.0,20064.0,280.0,20.0,10.0,0.0,270.0,190.0,20064.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",396.0,2021-11-25 10:55:28,2021-11-25 10:56:00
CY6HMPM21B20013588,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20065.0,405.0,20.0,20.0,0.0,395.0,190.0,20065.0,280.0,20.0,10.0,0.0,270.0,190.0,20065.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",394.0,2021-11-25 10:55:46,2021-11-25 10:56:18
CY6HMPM21B20013587,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20066.0,405.0,20.0,20.0,0.0,395.0,190.0,20066.0,280.0,20.0,10.0,0.0,270.0,190.0,20066.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",394.0,2021-11-25 10:56:07,2021-11-25 10:56:38
CY6HMPM21B20012721,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20067.0,405.0,20.0,20.0,0.0,395.0,190.0,20067.0,280.0,20.0,10.0,0.0,270.0,190.0,20067.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",393.0,2021-11-25 10:56:30,2021-11-25 10:57:01
CY6HMPM21B20013569,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20068.0,405.0,20.0,20.0,0.0,395.0,190.0,20068.0,280.0,20.0,10.0,0.0,270.0,190.0,20068.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",393.0,2021-11-25 10:56:53,2021-11-25 10:57:23
CY6HMPM21B20013527,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20069.0,405.0,20.0,20.0,0.0,395.0,190.0,20069.0,280.0,20.0,10.0,0.0,270.0,190.0,20069.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",398.0,2021-11-25 10:57:15,2021-11-25 10:57:45
CY6HMPM21B20012730,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20070.0,405.0,20.0,20.0,0.0,395.0,190.0,20070.0,280.0,20.0,10.0,0.0,270.0,190.0,20070.0,"['Short1', '', '', '', '', '']","['1', '', '', '', '', '']",397.0,2021-11-25 10:57:37,2021-11-25 10:58:07
CY6HMPM21B20012711,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20071.0,405.0,20.0,20.0,0.0,395.0,190.0,20071.0,280.0,20.0,10.0,0.0,270.0,190.0,20071.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",399.0,2021-11-25 10:58:00,2021-11-25 10:58:39
CY6HMPM21B20013561,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20072.0,405.0,20.0,20.0,0.0,395.0,190.0,20072.0,280.0,20.0,10.0,0.0,270.0,190.0,20072.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",395.0,2021-11-25 10:58:24,2021-11-25 10:59:22
